"teamid","teamname","season","total_won_home","total_games","percent_won"
3395,"TCU",2013,"9","9","100.00"
3395,"TCU",2014,"13","18","72.22"
3395,"TCU",2015,"14","17","82.35"
3395,"TCU",2016,"12","16","75.00"
3395,"TCU",2017,"11","12","91.67"
3395,"TCU",2018,"11","19","57.89"
3395,"TCU",2019,"14","20","70.00"
3395,"TCU",2020,"13","22","59.09"
3396,"Temple",1998,"5","10","50.00"
3396,"Temple",1999,"6","8","75.00"
3396,"Temple",2000,"3","10","30.00"
3396,"Temple",2001,"11","19","57.89"
3396,"Temple",2002,"13","19","68.42"
3396,"Temple",2003,"7","14","50.00"
3396,"Temple",2004,"10","21","47.62"
3396,"Temple",2005,"15","27","55.56"
3396,"Temple",2006,"12","24","50.00"
3396,"Temple",2007,"12","24","50.00"
3396,"Temple",2008,"14","21","66.67"
3396,"Temple",2009,"11","21","52.38"
3396,"Temple",2010,"11","24","45.83"
3396,"Temple",2011,"11","23","47.83"
3396,"Temple",2012,"12","21","57.14"
3396,"Temple",2013,"8","14","57.14"
3396,"Temple",2014,"7","14","50.00"
3396,"Temple",2015,"8","16","50.00"
3396,"Temple",2016,"12","20","60.00"
3396,"Temple",2017,"12","24","50.00"
3396,"Temple",2018,"8","12","66.67"
3396,"Temple",2019,"7","11","63.64"
3396,"Temple",2020,"10","16","62.50"
3397,"Tennessee",1998,"19","33","57.58"
3397,"Tennessee",1999,"16","28","57.14"
3397,"Tennessee",2000,"14","28","50.00"
3397,"Tennessee",2001,"16","29","55.17"
3397,"Tennessee",2002,"12","25","48.00"
3397,"Tennessee",2003,"12","27","44.44"
3397,"Tennessee",2004,"12","26","46.15"
3397,"Tennessee",2005,"14","26","53.85"
3397,"Tennessee",2006,"14","28","50.00"
3397,"Tennessee",2007,"15","28","53.57"
3397,"Tennessee",2008,"16","30","53.33"
3397,"Tennessee",2009,"13","22","59.09"
3397,"Tennessee",2010,"15","30","50.00"
3397,"Tennessee",2011,"18","31","58.06"
3397,"Tennessee",2012,"15","24","62.50"
3397,"Tennessee",2013,"14","24","58.33"
3397,"Tennessee",2014,"13","27","48.15"
3397,"Tennessee",2015,"16","27","59.26"
3397,"Tennessee",2016,"13","19","68.42"
3397,"Tennessee",2017,"13","19","68.42"
3397,"Tennessee",2018,"13","24","54.17"
3397,"Tennessee",2019,"10","19","52.63"
3397,"Tennessee",2020,"13","21","61.90"
3398,"Tennessee St",1998,"6","10","60.00"
3398,"Tennessee St",1999,"7","12","58.33"
3398,"Tennessee St",2000,"5","8","62.50"
3398,"Tennessee St",2001,"4","8","50.00"
3398,"Tennessee St",2002,"3","3","100.00"
3398,"Tennessee St",2003,"2","4","50.00"
3398,"Tennessee St",2005,"8","10","80.00"
3398,"Tennessee St",2007,"5","6","83.33"
3398,"Tennessee St",2008,"7","12","58.33"
3398,"Tennessee St",2009,"10","17","58.82"
3398,"Tennessee St",2010,"7","9","77.78"
3398,"Tennessee St",2011,"5","9","55.56"
3398,"Tennessee St",2012,"5","8","62.50"
3398,"Tennessee St",2013,"5","12","41.67"
3398,"Tennessee St",2014,"6","11","54.55"
3398,"Tennessee St",2015,"6","18","33.33"
3398,"Tennessee St",2016,"7","10","70.00"
3398,"Tennessee St",2017,"6","9","66.67"
3398,"Tennessee St",2018,"4","5","80.00"
3398,"Tennessee St",2019,"3","5","60.00"
3398,"Tennessee St",2020,"1","2","50.00"
3399,"Tennessee Tech",1998,"12","20","60.00"
3399,"Tennessee Tech",1999,"12","20","60.00"
3399,"Tennessee Tech",2000,"12","24","50.00"
3399,"Tennessee Tech",2001,"13","23","56.52"
3399,"Tennessee Tech",2002,"13","22","59.09"
3399,"Tennessee Tech",2003,"7","12","58.33"
3399,"Tennessee Tech",2004,"9","18","50.00"
3399,"Tennessee Tech",2005,"13","21","61.90"
3399,"Tennessee Tech",2006,"13","22","59.09"
3399,"Tennessee Tech",2007,"9","11","81.82"
3399,"Tennessee Tech",2008,"3","8","37.50"
3399,"Tennessee Tech",2009,"6","9","66.67"
3399,"Tennessee Tech",2010,"10","13","76.92"
3399,"Tennessee Tech",2011,"11","22","50.00"
3399,"Tennessee Tech",2012,"8","16","50.00"
3399,"Tennessee Tech",2013,"10","18","55.56"
3399,"Tennessee Tech",2014,"7","11","63.64"
3399,"Tennessee Tech",2015,"4","6","66.67"
3399,"Tennessee Tech",2016,"7","10","70.00"
3399,"Tennessee Tech",2017,"6","9","66.67"
3399,"Tennessee Tech",2018,"3","5","60.00"
3399,"Tennessee Tech",2019,"9","19","47.37"
3399,"Tennessee Tech",2020,"7","15","46.67"
3400,"Texas",1998,"11","12","91.67"
3400,"Texas",1999,"11","16","68.75"
3400,"Texas",2000,"12","21","57.14"
3400,"Texas",2001,"13","20","65.00"
3400,"Texas",2002,"15","20","75.00"
3400,"Texas",2003,"15","25","60.00"
3400,"Texas",2004,"14","28","50.00"
3400,"Texas",2005,"13","21","61.90"
3400,"Texas",2006,"8","13","61.54"
3400,"Texas",2007,"13","18","72.22"
3400,"Texas",2008,"11","21","52.38"
3400,"Texas",2009,"12","21","57.14"
3400,"Texas",2010,"12","22","54.55"
3400,"Texas",2011,"11","19","57.89"
3400,"Texas",2012,"13","18","72.22"
3400,"Texas",2013,"9","12","75.00"
3400,"Texas",2014,"14","21","66.67"
3400,"Texas",2015,"15","22","68.18"
3400,"Texas",2016,"15","28","53.57"
3400,"Texas",2017,"14","23","60.87"
3400,"Texas",2018,"14","26","53.85"
3400,"Texas",2019,"10","23","43.48"
3400,"Texas",2020,"11","19","57.89"
3401,"Texas A&M",1998,"5","8","62.50"
3401,"Texas A&M",1999,"3","7","42.86"
3401,"Texas A&M",2000,"7","11","63.64"
3401,"Texas A&M",2001,"9","12","75.00"
3401,"Texas A&M",2002,"8","13","61.54"
3401,"Texas A&M",2003,"8","10","80.00"
3401,"Texas A&M",2004,"6","9","66.67"
3401,"Texas A&M",2005,"9","14","64.29"
3401,"Texas A&M",2006,"15","23","65.22"
3401,"Texas A&M",2007,"16","24","66.67"
3401,"Texas A&M",2008,"14","26","53.85"
3401,"Texas A&M",2009,"13","25","52.00"
3401,"Texas A&M",2010,"12","25","48.00"
3401,"Texas A&M",2011,"13","27","48.15"
3401,"Texas A&M",2012,"12","22","54.55"
3401,"Texas A&M",2013,"13","24","54.17"
3401,"Texas A&M",2014,"13","24","54.17"
3401,"Texas A&M",2015,"14","23","60.87"
3401,"Texas A&M",2016,"12","21","57.14"
3401,"Texas A&M",2017,"13","21","61.90"
3401,"Texas A&M",2018,"15","24","62.50"
3401,"Texas A&M",2019,"13","24","54.17"
3401,"Texas A&M",2020,"15","22","68.18"
3402,"Texas St",1998,"1","2","50.00"
3402,"Texas St",1999,"3","5","60.00"
3402,"Texas St",2000,"10","15","66.67"
3402,"Texas St",2001,"5","8","62.50"
3402,"Texas St",2002,"8","11","72.73"
3402,"Texas St",2003,"10","18","55.56"
3402,"Texas St",2004,"4","8","50.00"
3402,"Texas St",2005,"8","14","57.14"
3402,"Texas St",2006,"8","14","57.14"
3402,"Texas St",2007,"7","15","46.67"
3402,"Texas St",2008,"8","16","50.00"
3402,"Texas St",2009,"4","8","50.00"
3402,"Texas St",2010,"3","3","100.00"
3402,"Texas St",2011,"3","6","50.00"
3402,"Texas St",2012,"7","13","53.85"
3402,"Texas St",2013,"5","9","55.56"
3402,"Texas St",2014,"8","14","57.14"
3402,"Texas St",2015,"8","15","53.33"
3402,"Texas St",2016,"7","10","70.00"
3402,"Texas St",2017,"10","16","62.50"
3402,"Texas St",2018,"11","23","47.83"
3402,"Texas St",2019,"5","12","41.67"
3402,"Texas St",2020,"7","11","63.64"
3403,"Texas Tech",1998,"14","25","56.00"
3403,"Texas Tech",1999,"17","28","60.71"
3403,"Texas Tech",2000,"15","25","60.00"
3403,"Texas Tech",2001,"15","23","65.22"
3403,"Texas Tech",2002,"12","18","66.67"
3403,"Texas Tech",2003,"13","26","50.00"
3403,"Texas Tech",2004,"16","24","66.67"
3403,"Texas Tech",2005,"15","22","68.18"
3403,"Texas Tech",2006,"12","15","80.00"
3403,"Texas Tech",2007,"9","15","60.00"
3403,"Texas Tech",2008,"12","16","75.00"
3403,"Texas Tech",2009,"13","16","81.25"
3403,"Texas Tech",2010,"13","17","76.47"
3403,"Texas Tech",2011,"15","22","68.18"
3403,"Texas Tech",2012,"12","19","63.16"
3403,"Texas Tech",2013,"14","21","66.67"
3403,"Texas Tech",2014,"6","6","100.00"
3403,"Texas Tech",2015,"13","15","86.67"
3403,"Texas Tech",2016,"10","13","76.92"
3403,"Texas Tech",2017,"13","14","92.86"
3403,"Texas Tech",2018,"6","7","85.71"
3403,"Texas Tech",2019,"11","14","78.57"
3403,"Texas Tech",2020,"13","18","72.22"
3404,"TN Martin",1998,"8","17","47.06"
3404,"TN Martin",1999,"14","21","66.67"
3404,"TN Martin",2000,"5","11","45.45"
3404,"TN Martin",2001,"7","11","63.64"
3404,"TN Martin",2002,"5","7","71.43"
3404,"TN Martin",2003,"10","13","76.92"
3404,"TN Martin",2004,"7","10","70.00"
3404,"TN Martin",2005,"4","8","50.00"
3404,"TN Martin",2006,"6","7","85.71"
3404,"TN Martin",2007,"11","17","64.71"
3404,"TN Martin",2008,"4","5","80.00"
3404,"TN Martin",2009,"1","2","50.00"
3404,"TN Martin",2010,"7","11","63.64"
3404,"TN Martin",2011,"11","21","52.38"
3404,"TN Martin",2012,"14","23","60.87"
3404,"TN Martin",2013,"11","19","57.89"
3404,"TN Martin",2014,"13","24","54.17"
3404,"TN Martin",2015,"10","22","45.45"
3404,"TN Martin",2016,"11","21","52.38"
3404,"TN Martin",2017,"8","12","66.67"
3404,"TN Martin",2018,"9","17","52.94"
3404,"TN Martin",2019,"12","21","57.14"
3404,"TN Martin",2020,"14","22","63.64"
3405,"Toledo",1998,"10","23","43.48"
3405,"Toledo",1999,"16","25","64.00"
3405,"Toledo",2000,"8","14","57.14"
3405,"Toledo",2001,"14","24","58.33"
3405,"Toledo",2002,"9","16","56.25"
3405,"Toledo",2003,"12","20","60.00"
3405,"Toledo",2004,"8","13","61.54"
3405,"Toledo",2005,"7","14","50.00"
3405,"Toledo",2006,"5","11","45.45"
3405,"Toledo",2007,"7","11","63.64"
3405,"Toledo",2008,"6","14","42.86"
3405,"Toledo",2009,"12","18","66.67"
3405,"Toledo",2010,"14","24","58.33"
3405,"Toledo",2011,"14","23","60.87"
3405,"Toledo",2012,"13","21","61.90"
3405,"Toledo",2013,"13","27","48.15"
3405,"Toledo",2014,"9","16","56.25"
3405,"Toledo",2015,"9","17","52.94"
3405,"Toledo",2016,"8","17","47.06"
3405,"Toledo",2017,"11","24","45.83"
3405,"Toledo",2018,"11","17","64.71"
3405,"Toledo",2019,"12","20","60.00"
3405,"Toledo",2020,"7","14","50.00"
3406,"Towson",1998,"8","13","61.54"
3406,"Towson",1999,"6","12","50.00"
3406,"Towson",2000,"5","9","55.56"
3406,"Towson",2001,"2","3","66.67"
3406,"Towson",2002,"2","2","100.00"
3406,"Towson",2003,"2","3","66.67"
3406,"Towson",2004,"5","9","55.56"
3406,"Towson",2005,"7","16","43.75"
3406,"Towson",2006,"7","9","77.78"
3406,"Towson",2007,"9","17","52.94"
3406,"Towson",2008,"8","21","38.10"
3406,"Towson",2009,"9","17","52.94"
3406,"Towson",2010,"10","15","66.67"
3406,"Towson",2011,"5","9","55.56"
3406,"Towson",2012,"10","16","62.50"
3406,"Towson",2013,"8","12","66.67"
3406,"Towson",2014,"8","13","61.54"
3406,"Towson",2015,"6","11","54.55"
3406,"Towson",2016,"4","7","57.14"
3406,"Towson",2017,"8","12","66.67"
3406,"Towson",2018,"5","9","55.56"
3406,"Towson",2019,"8","20","40.00"
3406,"Towson",2020,"9","13","69.23"
3407,"Troy",1998,"7","13","53.85"
3407,"Troy",1999,"7","8","87.50"
3407,"Troy",2000,"3","7","42.86"
3407,"Troy",2001,"10","14","71.43"
3407,"Troy",2002,"6","11","54.55"
3407,"Troy",2003,"7","16","43.75"
3407,"Troy",2004,"6","11","54.55"
3407,"Troy",2005,"10","14","71.43"
3407,"Troy",2006,"8","9","88.89"
3407,"Troy",2007,"4","10","40.00"
3407,"Troy",2008,"5","12","41.67"
3407,"Troy",2009,"8","15","53.33"
3407,"Troy",2010,"6","11","54.55"
3407,"Troy",2011,"2","3","66.67"
3407,"Troy",2012,"1","2","50.00"
3407,"Troy",2013,"4","7","57.14"
3407,"Troy",2014,"8","11","72.73"
3407,"Troy",2015,"11","20","55.00"
3407,"Troy",2016,"8","18","44.44"
3407,"Troy",2017,"9","20","45.00"
3407,"Troy",2018,"9","16","56.25"
3407,"Troy",2019,"11","21","52.38"
3407,"Troy",2020,"10","23","43.48"
3408,"Tulane",1998,"11","18","61.11"
3408,"Tulane",1999,"13","24","54.17"
3408,"Tulane",2000,"17","26","65.38"
3408,"Tulane",2001,"14","22","63.64"
3408,"Tulane",2002,"13","22","59.09"
3408,"Tulane",2003,"11","19","57.89"
3408,"Tulane",2004,"8","10","80.00"
3408,"Tulane",2005,"6","11","54.55"
3408,"Tulane",2006,"10","15","66.67"
3408,"Tulane",2007,"13","24","54.17"
3408,"Tulane",2008,"9","16","56.25"
3408,"Tulane",2009,"12","18","66.67"
3408,"Tulane",2010,"13","26","50.00"
3408,"Tulane",2011,"12","22","54.55"
3408,"Tulane",2012,"11","20","55.00"
3408,"Tulane",2013,"10","21","47.62"
3408,"Tulane",2014,"10","19","52.63"
3408,"Tulane",2015,"11","22","50.00"
3408,"Tulane",2016,"13","21","61.90"
3408,"Tulane",2017,"10","16","62.50"
3408,"Tulane",2018,"9","14","64.29"
3408,"Tulane",2019,"8","15","53.33"
3408,"Tulane",2020,"8","14","57.14"
3409,"Tulsa",1998,"7","9","77.78"
3409,"Tulsa",1999,"6","7","85.71"
3409,"Tulsa",2000,"10","14","71.43"
3409,"Tulsa",2001,"4","8","50.00"
3409,"Tulsa",2002,"9","17","52.94"
3409,"Tulsa",2003,"9","14","64.29"
3409,"Tulsa",2004,"10","19","52.63"
3409,"Tulsa",2005,"12","19","63.16"
3409,"Tulsa",2006,"12","25","48.00"
3409,"Tulsa",2007,"8","11","72.73"
3409,"Tulsa",2008,"8","11","72.73"
3409,"Tulsa",2009,"6","7","85.71"
3409,"Tulsa",2010,"8","12","66.67"
3409,"Tulsa",2012,"9","12","75.00"
3409,"Tulsa",2013,"9","16","56.25"
3409,"Tulsa",2014,"7","12","58.33"
3409,"Tulsa",2015,"9","17","52.94"
3409,"Tulsa",2016,"5","12","41.67"
3409,"Tulsa",2017,"5","10","50.00"
3409,"Tulsa",2018,"5","10","50.00"
3409,"Tulsa",2019,"8","13","61.54"
3409,"Tulsa",2020,"7","9","77.78"
3410,"UTRGV",1999,"1","5","20.00"
3410,"UTRGV",2000,"1","4","25.00"
3410,"UTRGV",2001,"4","8","50.00"
3410,"UTRGV",2002,"1","4","25.00"
3410,"UTRGV",2003,"4","6","66.67"
3410,"UTRGV",2004,"4","10","40.00"
3410,"UTRGV",2005,"4","10","40.00"
3410,"UTRGV",2006,"3","4","75.00"
3410,"UTRGV",2007,"4","8","50.00"
3410,"UTRGV",2008,"9","9","100.00"
3410,"UTRGV",2009,"7","11","63.64"
3410,"UTRGV",2010,"4","9","44.44"
3410,"UTRGV",2011,"6","9","66.67"
3410,"UTRGV",2012,"5","10","50.00"
3410,"UTRGV",2013,"5","10","50.00"
3410,"UTRGV",2014,"7","12","58.33"
3410,"UTRGV",2015,"9","16","56.25"
3410,"UTRGV",2016,"5","16","31.25"
3410,"UTRGV",2017,"8","15","53.33"
3410,"UTRGV",2018,"9","11","81.82"
3410,"UTRGV",2019,"8","16","50.00"
3410,"UTRGV",2020,"7","9","77.78"
3411,"TX Southern",1998,"1","1","100.00"
3411,"TX Southern",1999,"7","10","70.00"
3411,"TX Southern",2000,"6","10","60.00"
3411,"TX Southern",2001,"8","13","61.54"
3411,"TX Southern",2002,"4","8","50.00"
3411,"TX Southern",2003,"5","5","100.00"
3411,"TX Southern",2004,"5","9","55.56"
3411,"TX Southern",2005,"3","5","60.00"
3411,"TX Southern",2006,"3","4","75.00"
3411,"TX Southern",2007,"3","4","75.00"
3411,"TX Southern",2008,"5","7","71.43"
3411,"TX Southern",2009,"6","10","60.00"
3411,"TX Southern",2010,"8","13","61.54"
3411,"TX Southern",2011,"4","5","80.00"
3411,"TX Southern",2012,"2","5","40.00"
3411,"TX Southern",2013,"9","20","45.00"
3411,"TX Southern",2014,"11","20","55.00"
3411,"TX Southern",2015,"9","19","47.37"
3411,"TX Southern",2016,"8","19","42.11"
3411,"TX Southern",2017,"9","22","40.91"
3411,"TX Southern",2018,"8","17","47.06"
3411,"TX Southern",2019,"6","13","46.15"
3411,"TX Southern",2020,"10","20","50.00"
3412,"UAB",1998,"7","9","77.78"
3412,"UAB",1999,"9","13","69.23"
3412,"UAB",2000,"8","19","42.11"
3412,"UAB",2001,"13","18","72.22"
3412,"UAB",2002,"10","11","90.91"
3412,"UAB",2003,"4","8","50.00"
3412,"UAB",2004,"7","9","77.78"
3412,"UAB",2005,"3","7","42.86"
3412,"UAB",2006,"10","14","71.43"
3412,"UAB",2007,"9","18","50.00"
3412,"UAB",2008,"7","14","50.00"
3412,"UAB",2009,"8","10","80.00"
3412,"UAB",2010,"10","17","58.82"
3412,"UAB",2011,"9","16","56.25"
3412,"UAB",2012,"9","19","47.37"
3412,"UAB",2013,"12","18","66.67"
3412,"UAB",2014,"7","16","43.75"
3412,"UAB",2015,"12","18","66.67"
3412,"UAB",2016,"10","15","66.67"
3412,"UAB",2017,"8","14","57.14"
3412,"UAB",2018,"10","24","41.67"
3412,"UAB",2019,"11","24","45.83"
3412,"UAB",2020,"10","18","55.56"
3413,"UC Davis",2005,"6","8","75.00"
3413,"UC Davis",2006,"8","15","53.33"
3413,"UC Davis",2007,"8","11","72.73"
3413,"UC Davis",2008,"10","19","52.63"
3413,"UC Davis",2009,"5","11","45.45"
3413,"UC Davis",2010,"12","21","57.14"
3413,"UC Davis",2011,"12","24","50.00"
3413,"UC Davis",2012,"9","17","52.94"
3413,"UC Davis",2013,"5","12","41.67"
3413,"UC Davis",2014,"7","14","50.00"
3413,"UC Davis",2015,"7","14","50.00"
3413,"UC Davis",2016,"7","18","38.89"
3413,"UC Davis",2017,"11","22","50.00"
3413,"UC Davis",2018,"13","25","52.00"
3413,"UC Davis",2019,"11","24","45.83"
3413,"UC Davis",2020,"10","16","62.50"
3414,"UC Irvine",1998,"10","15","66.67"
3414,"UC Irvine",1999,"7","11","63.64"
3414,"UC Irvine",2000,"9","12","75.00"
3414,"UC Irvine",2001,"7","13","53.85"
3414,"UC Irvine",2002,"5","8","62.50"
3414,"UC Irvine",2003,"9","17","52.94"
3414,"UC Irvine",2004,"3","6","50.00"
3414,"UC Irvine",2005,"5","8","62.50"
3414,"UC Irvine",2006,"4","9","44.44"
3414,"UC Irvine",2007,"3","6","50.00"
3414,"UC Irvine",2008,"4","7","57.14"
3414,"UC Irvine",2009,"2","7","28.57"
3414,"UC Irvine",2010,"6","9","66.67"
3414,"UC Irvine",2011,"9","15","60.00"
3414,"UC Irvine",2012,"7","13","53.85"
3414,"UC Irvine",2013,"3","9","33.33"
3414,"UC Irvine",2014,"9","16","56.25"
3414,"UC Irvine",2015,"4","7","57.14"
3414,"UC Irvine",2016,"1","3","33.33"
3414,"UC Irvine",2017,"2","4","50.00"
3414,"UC Irvine",2018,"9","17","52.94"
3414,"UC Irvine",2019,"10","19","52.63"
3414,"UC Irvine",2020,"7","12","58.33"
3415,"UC Riverside",2002,"9","15","60.00"
3415,"UC Riverside",2003,"5","7","71.43"
3415,"UC Riverside",2004,"4","7","57.14"
3415,"UC Riverside",2005,"8","16","50.00"
3415,"UC Riverside",2006,"9","16","56.25"
3415,"UC Riverside",2007,"13","21","61.90"
3415,"UC Riverside",2008,"7","14","50.00"
3415,"UC Riverside",2009,"10","19","52.63"
3415,"UC Riverside",2010,"10","17","58.82"
3415,"UC Riverside",2011,"11","19","57.89"
3415,"UC Riverside",2012,"3","5","60.00"
3415,"UC Riverside",2013,"4","11","36.36"
3415,"UC Riverside",2014,"3","6","50.00"
3415,"UC Riverside",2015,"11","17","64.71"
3415,"UC Riverside",2016,"11","23","47.83"
3415,"UC Riverside",2017,"8","16","50.00"
3415,"UC Riverside",2018,"7","11","63.64"
3415,"UC Riverside",2019,"8","17","47.06"
3415,"UC Riverside",2020,"5","8","62.50"
3416,"UCF",1998,"10","15","66.67"
3416,"UCF",1999,"14","20","70.00"
3416,"UCF",2000,"7","9","77.78"
3416,"UCF",2001,"7","10","70.00"
3416,"UCF",2002,"9","17","52.94"
3416,"UCF",2003,"9","19","47.37"
3416,"UCF",2004,"7","17","41.18"
3416,"UCF",2005,"10","19","52.63"
3416,"UCF",2006,"5","7","71.43"
3416,"UCF",2007,"7","8","87.50"
3416,"UCF",2008,"5","10","50.00"
3416,"UCF",2009,"9","17","52.94"
3416,"UCF",2010,"6","11","54.55"
3416,"UCF",2011,"11","21","52.38"
3416,"UCF",2012,"10","12","83.33"
3416,"UCF",2013,"7","16","43.75"
3416,"UCF",2014,"5","9","55.56"
3416,"UCF",2015,"7","9","77.78"
3416,"UCF",2016,"5","7","71.43"
3416,"UCF",2017,"11","20","55.00"
3416,"UCF",2018,"10","21","47.62"
3416,"UCF",2019,"11","26","42.31"
3416,"UCF",2020,"14","20","70.00"
3417,"UCLA",1998,"10","19","52.63"
3417,"UCLA",1999,"14","23","60.87"
3417,"UCLA",2000,"10","18","55.56"
3417,"UCLA",2001,"6","6","100.00"
3417,"UCLA",2002,"6","9","66.67"
3417,"UCLA",2003,"9","18","50.00"
3417,"UCLA",2004,"11","17","64.71"
3417,"UCLA",2005,"9","16","56.25"
3417,"UCLA",2006,"13","20","65.00"
3417,"UCLA",2007,"6","14","42.86"
3417,"UCLA",2008,"9","16","56.25"
3417,"UCLA",2009,"14","19","73.68"
3417,"UCLA",2010,"14","24","58.33"
3417,"UCLA",2011,"13","27","48.15"
3417,"UCLA",2012,"10","14","71.43"
3417,"UCLA",2013,"11","25","44.00"
3417,"UCLA",2014,"8","13","61.54"
3417,"UCLA",2015,"7","13","53.85"
3417,"UCLA",2016,"13","24","54.17"
3417,"UCLA",2017,"15","23","65.22"
3417,"UCLA",2018,"13","24","54.17"
3417,"UCLA",2019,"11","20","55.00"
3417,"UCLA",2020,"14","26","53.85"
3418,"Louisiana",1998,"4","8","50.00"
3418,"Louisiana",1999,"1","1","100.00"
3418,"Louisiana",2000,"7","12","58.33"
3418,"Louisiana",2001,"4","8","50.00"
3418,"Louisiana",2002,"4","7","57.14"
3418,"Louisiana",2003,"3","8","37.50"
3418,"Louisiana",2004,"7","13","53.85"
3418,"Louisiana",2005,"15","21","71.43"
3418,"Louisiana",2006,"9","17","52.94"
3418,"Louisiana",2007,"11","25","44.00"
3418,"Louisiana",2008,"4","6","66.67"
3418,"Louisiana",2009,"1","3","33.33"
3418,"Louisiana",2010,"7","9","77.78"
3418,"Louisiana",2011,"4","8","50.00"
3418,"Louisiana",2012,"3","6","50.00"
3418,"Louisiana",2013,"5","8","62.50"
3418,"Louisiana",2014,"7","12","58.33"
3418,"Louisiana",2015,"9","17","52.94"
3418,"Louisiana",2016,"9","19","47.37"
3418,"Louisiana",2017,"9","18","50.00"
3418,"Louisiana",2018,"7","17","41.18"
3418,"Louisiana",2019,"5","7","71.43"
3418,"Louisiana",2020,"9","17","52.94"
3419,"ULM",1998,"9","15","60.00"
3419,"ULM",1999,"9","14","64.29"
3419,"ULM",2000,"8","16","50.00"
3419,"ULM",2001,"13","20","65.00"
3419,"ULM",2002,"6","9","66.67"
3419,"ULM",2003,"7","15","46.67"
3419,"ULM",2004,"12","18","66.67"
3419,"ULM",2005,"11","21","52.38"
3419,"ULM",2006,"10","18","55.56"
3419,"ULM",2007,"5","13","38.46"
3419,"ULM",2008,"8","17","47.06"
3419,"ULM",2009,"9","14","64.29"
3419,"ULM",2010,"6","10","60.00"
3419,"ULM",2011,"7","14","50.00"
3419,"ULM",2012,"6","9","66.67"
3419,"ULM",2013,"4","10","40.00"
3419,"ULM",2014,"7","10","70.00"
3419,"ULM",2015,"5","9","55.56"
3419,"ULM",2016,"5","8","62.50"
3419,"ULM",2017,"3","4","75.00"
3419,"ULM",2018,"2","2","100.00"
3419,"ULM",2019,"4","8","50.00"
3419,"ULM",2020,"2","3","66.67"
3420,"UMBC",1998,"7","7","100.00"
3420,"UMBC",1999,"5","13","38.46"
3420,"UMBC",2000,"7","7","100.00"
3420,"UMBC",2001,"7","12","58.33"
3420,"UMBC",2002,"8","12","66.67"
3420,"UMBC",2003,"7","14","50.00"
3420,"UMBC",2004,"3","4","75.00"
3420,"UMBC",2005,"4","8","50.00"
3420,"UMBC",2006,"10","15","66.67"
3420,"UMBC",2007,"6","16","37.50"
3420,"UMBC",2008,"5","9","55.56"
3420,"UMBC",2009,"9","14","64.29"
3420,"UMBC",2010,"5","13","38.46"
3420,"UMBC",2011,"12","20","60.00"
3420,"UMBC",2012,"9","17","52.94"
3420,"UMBC",2013,"5","9","55.56"
3420,"UMBC",2014,"2","3","66.67"
3420,"UMBC",2015,"6","11","54.55"
3420,"UMBC",2016,"8","17","47.06"
3420,"UMBC",2017,"7","14","50.00"
3420,"UMBC",2018,"2","4","50.00"
3420,"UMBC",2019,"2","7","28.57"
3420,"UMBC",2020,"6","9","66.67"
3421,"UNC Asheville",1998,"3","7","42.86"
3421,"UNC Asheville",1999,"5","5","100.00"
3421,"UNC Asheville",2000,"4","9","44.44"
3421,"UNC Asheville",2001,"4","6","66.67"
3421,"UNC Asheville",2002,"1","1","100.00"
3421,"UNC Asheville",2003,"2","2","100.00"
3421,"UNC Asheville",2004,"11","18","61.11"
3421,"UNC Asheville",2005,"10","17","58.82"
3421,"UNC Asheville",2006,"7","13","53.85"
3421,"UNC Asheville",2007,"11","18","61.11"
3421,"UNC Asheville",2008,"7","11","63.64"
3421,"UNC Asheville",2009,"6","8","75.00"
3421,"UNC Asheville",2010,"4","6","66.67"
3421,"UNC Asheville",2011,"4","11","36.36"
3421,"UNC Asheville",2012,"4","4","100.00"
3421,"UNC Asheville",2014,"7","10","70.00"
3421,"UNC Asheville",2015,"4","8","50.00"
3421,"UNC Asheville",2016,"14","24","58.33"
3421,"UNC Asheville",2017,"8","18","44.44"
3421,"UNC Asheville",2018,"7","16","43.75"
3421,"UNC Asheville",2019,"11","16","68.75"
3421,"UNC Asheville",2020,"7","14","50.00"
3422,"UNC Greensboro",1998,"12","19","63.16"
3422,"UNC Greensboro",1999,"12","20","60.00"
3422,"UNC Greensboro",2000,"10","19","52.63"
3422,"UNC Greensboro",2001,"11","22","50.00"
3422,"UNC Greensboro",2002,"14","21","66.67"
3422,"UNC Greensboro",2003,"8","14","57.14"
3422,"UNC Greensboro",2004,"7","9","77.78"
3422,"UNC Greensboro",2005,"9","14","64.29"
3422,"UNC Greensboro",2006,"10","18","55.56"
3422,"UNC Greensboro",2007,"12","20","60.00"
3422,"UNC Greensboro",2008,"3","6","50.00"
3422,"UNC Greensboro",2009,"7","13","53.85"
3422,"UNC Greensboro",2010,"6","10","60.00"
3422,"UNC Greensboro",2011,"6","13","46.15"
3422,"UNC Greensboro",2012,"2","4","50.00"
3422,"UNC Greensboro",2013,"5","8","62.50"
3422,"UNC Greensboro",2014,"6","7","85.71"
3422,"UNC Greensboro",2015,"3","5","60.00"
3422,"UNC Greensboro",2016,"4","6","66.67"
3422,"UNC Greensboro",2017,"9","13","69.23"
3422,"UNC Greensboro",2018,"5","10","50.00"
3422,"UNC Greensboro",2019,"5","7","71.43"
3422,"UNC Greensboro",2020,"11","20","55.00"
3423,"UNC Wilmington",1998,"8","10","80.00"
